,article_title,category
768,"Rashford scores last-gasp winner to send Man Utd into Premier League top four



Marcus Rashford struck with virtually the last kick of the game to take Manchester United into the Premier League top four at West Ham's expense with a 1-0 win on Saturday.",sports
769,"Xavi maintains tough Barcelona stance on Dembele



Barcelona coach Xavi Hernandez said on Saturday the club would not soften their stance on Ousmane Dembele's contract situation, despite the Frenchman's angry riposte on social media on Thursday.",sports
770,"Digne sets up Villa winner, hit by bottle on Everton return



Lucas Digne marked his swift return to Goodison Park by setting up Aston Villa's goal in a 1-0 victory over former club Everton in the Premier League and getting struck on the head by a bottle thrown from the crowd in the ensuing celebrations.",sports
771,"Barca and Atletico Madrid turn attention to La Liga race for top four



Barcelona and Atletico Madrid will have to put recent struggles behind them this weekend as they continue their scrap to finish in La Liga’s top four.",sports
772,"Preview: Dybala in contract spat as Juve head to crucial Milan clash



Paulo Dybala's future is uncertain as the in-form forward prepares to lead Juventus into one of the biggest matches of their season so far, at title chasing AC Milan.",sports
773,"'Lewandowski is best Bundesliga striker of modern era', says Klinsmann



Jurgen Klinsmann rates Robert Lewandowski as the best Bundesliga striker of the modern era with the Bayern Munich star poised to inflict more misery on struggling Hertha Berlin this Sunday.",sports
774,"Preview: Premier League top-four race hots up as Chelsea stumble



Manchester City could move 14 points clear at the top of the Premier League on Saturday but erstwhile challengers Chelsea are looking nervously over their shoulders after a slump in form.",sports
775,"Hazard sinks Elche as 10-man Madrid come from behind in Copa del Rey



Eden Hazard scored his first Real Madrid goal in eight months on Thursday as La Liga’s leaders staged a dramatic comeback with 10 men to scrape past Elche in the Copa del Rey.",sports
776,"Spain La Liga results & scorers (21st matchday)



Follow Ahram Online's coverage of the Spanish La Liga games of the 2021/2022 season (16-20 January)",sports
777,"FIFA boss Infantino living in Doha before World Cup



FIFA president Gianni Infantino has moved to Doha on a temporary basis to oversee the build-up to the 2022 World Cup in Qatar later his year, world football governing body confirmed on Thursday.",sports
778,"FIFA set to enforce limits on player loan transfer system



FIFA is finally ready to enforce limits on the number of players clubs can send and take on loan internationally, two years after new rules were delayed by the pandemic.",sports
779,"Simeone losing magic touch in his 10th year at Atletico



This season was supposed to be Diego Simeone's chance to firmly establish Atletico Madrid as Spain's top team and cap his incredibly successful decade as its coach.",sports
780,"Dembele must leave before end of January, says Barcelona director of football



Barcelona director of football Mateu Alemany said Ousmane Dembele must leave before the end of January after the French international made it clear he does not want to stay at the club.",sports
781,"Premier League could alter postponement rules from February



The Premier League could introduce new rules from February in a bid to halt the raft of postponements that threaten to cause a fixture pile-up in the final months of the season.",sports
782,"We have to get back to winning ways: Chelsea keeper Kepa



Kepa Arrizabalaga has urged Chelsea to regain the initiative in the race for a Champions League place after their poor run of form continued with a 1-1 draw at Brighton.",sports
783,"United boss Rangnick happy to pick Pogba despite doubts over his future



Paul Pogba's possible desire to earn a contract at another club could motivate the France midfielder to produce strong performances for Manchester United until the end of the season, manager Ralf Rangnick said Tuesday.",sports
784,"Qatar World Cup ticket sales to open, lowest $70 globally



Fans can start registering to buy Qatar World Cup tickets on Wednesday with prices for visitors starting at around $70, one-third cheaper than the tournament in Russia.",sports
785,"Messi back in full training for PSG after Covid



 Lionel Messi was back in full training with Paris Saint-Germain on Tuesday for the first time since testing positive for Covid-19 at the end of last year.",sports
786,"Spurs coach Conte shocked by Premier League call offs for injuries



Tottenham manager Antonio Conte has expressed his dismay at the Premier League's decision to call off Sunday's north London derby with Arsenal.",sports
787,"Man Utd boss Rangnick says Martial issue 'resolved' after talks



Manchester United interim manager Ralf Rangnick said on Tuesday he had held clear-the-air talks with Anthony Martial after a public clash over the French international's absence from the weekend's 2-2 draw at Aston Villa.",sports
788,"Burnley has a 5th Premier League match postponed



Burnley's English Premier League match against Watford has been postponed for a second time, leaving the last-placed team having played five fewer games than some others.",sports
789,"Real Madrid legend and 6-time European Cup winner Gento dies



Paco Gento, the only footballer to win six European Cups, has died aged 88, his former club Real Madrid announced on Tuesday.",sports
790,"Italy Serie A results & scorers (22nd matchday)



Follow Ahram Online's coverage of the Italian Serie A games of the 2021/2022 season (15-17 January)",sports
791,"Lewandowski, Putellas win FIFA Best player awards, Senegal's Mendy best keeper



Robert Lewandowski was voted the best men's player in the world on Monday, retaining the FIFA award he won last year despite being left off the ballot paper filed by runner-up Lionel Messi.",sports
792,"The Best FIFA Football Awards



A list of all the winners of the Best FIFA Football awards during the ceremony that was held on Monday",sports
793,"Guardiola hails Man City's mental strength



Pep Guardiola has praised the way his Manchester City players have dealt with adversity on and off the pitch after they strengthened their grip on the Premier League title race.",sports
794,"Real Madrid top Athletic 2-0 to win Spanish Super Cup



Real Madrid won't be going a second consecutive season without a title.",sports
795,"Germany Bundesliga results & scorers (19th matchday)



Follow Ahram Online's coverage of Germany's Bundesliga matches of the 2021/2022 season (14-16 January)",sports
796,"Liverpool beat Brentford to move up to second



Liverpool kept their slim hopes of reeling in Manchester City at the top of the Premier League alive by seeing off Brentford 3-0 at Anfield to move up to second in the table on Sunday.",sports
797,"Everton fires Rafa Benitez after 200 days as manager



Rafa Benitez was fired as Everton manager on Sunday following a 2-1 loss to Norwich in the Premier League that plunged the team closer to the relegation zone.",sports
798,"Suspended Sevilla and Betis Cup game to resume on Sunday



A Copa del Rey match between local rivals Sevilla and Real Betis will resume from the 39th minute on Sunday, after it was suspended the night before due to a player being hit by an object thrown from the crowd.",sports
799,"Martial denies Rangnick claim over refusal to be in Manchester United squad



Anthony Martial contradicted Manchester United interim manager Ralf Rangnick's claim he refused to be in the squad for Saturday's match with Aston Villa saying he would ""never disrespect the club and the fans.""",sports
800,"Super-sub Coutinho caps Villa revival to frustrate Man Utd



Philippe Coutinho made a dream debut for Aston Villa as the Brazil star's late equaliser capped a thrilling fightback from two goals down against Manchester United in Saturday's 2-2 draw.",sports
801,"'Machine' Lewandowski scores 300th Bundesliga goal in Bayern romp



Bayern Munich captain Manuel Neuer hailed Robert Lewandowski as a scoring ""machine"" after the Poland striker claimed his 300th Bundesliga goal with a hat-trick as the German league leaders thrashed Cologne 4-0 on Saturday.",sports
802,"Arsenal-Tottenham match in Premier League postponed



Arsenal's request to call off its north London derby match against Tottenham because of a lack of senior players available was granted by the Premier League on Saturday.",sports
803,"Genoa sack Shevchenko after only two months in charge



Andriy Shevchenko has been sacked by struggling Genoa after just over two months in charge, the Serie A club announced on Saturday.",sports
804,"De Bruyne brilliance lifts Man City 13 points clear in EPL



Kevin De Bruyne curled home a brilliant second-half goal to earn Manchester City a 1-0 win over Chelsea and a 13-point lead over its nearest rival in the Premier League on Saturday.",sports
805,"Haaland unhappy about pressure from Dortmund to reveal his plans



Tension is simmering between Erling Haaland and Borussia Dortmund with the star striker accusing his Bundesliga club of putting pressure on him to make a decision regarding his future.",sports
806,"Ronaldo says road to Qatar World Cup 'difficult'



Portugal and Manchester United star Cristiano Ronaldo said in an interview broadcast late on Thursday there are ""difficult battles"" ahead if his country are to qualify for the World Cup for the sixth successive time.",sports
807,"Coutinho won't be rushed into action, says Gerrard



Aston Villa manager Steven Gerrard says he will be patient with playmaker Philippe Coutinho and only unleash him at the right time as he prepares his side for the visit of Manchester United.",sports
808,"Rangnick wants to keep Henderson and Van de Beek at Man Utd



Ralf Rangnick wants to keep Dean Henderson and Donny van de Beek at Manchester United for the rest of the season even though they have both been frustrated by a lack of playing time.",sports
809,"Guardiola says Man City hit by new wave of Covid-19 cases



Manchester City manager Pep Guardiola said Friday that his Premier League champions had been hit by a fresh wave of coronavirus cases.",sports
810,"Tuchel would be 'very angry' if clubs were abusing Covid postponement rules



Chelsea boss Thomas Tuchel says he would be ""very angry"" if he discovered that rival Premier League clubs were abusing coronavirus postponement rules after his club's request to call off a match fell on deaf ears.",sports
811,"Burnley's Premier League match vs Leicester off due to COVID



Burnley's shortage of players due to coronavirus cases and injuries has led to its Premier League match against Leicester being postponed.",sports
812,"Bayern defender Davies has heart muscle issue after virus



Bayern Munich left back Alphonso Davies has been sidelined with evidence of heart muscle inflammation after being infected with the coronavirus, coach Julian Nagelsmann said Friday.",sports
813,"Chelsea aim to clip Man City's wings



Chelsea need a repeat of their Champions League final victory over Manchester City to rekindle their Premier League title challenge with the English champions threatening to build a realistically unassailable lead just days into the new year.",sports
814,"Messi 'takes longer than expected' to recover from Covid-19



Lionel Messi said on Thursday he needs more time to recover before playing again after contracting Covid-19 earlier this month.",sports
815,"Brazil excludes unvaccinated Lodi from World Cup qualifiers, injured Neymar out



Brazil coach Tite on Thursday announced his squad for two upcoming World Cup qualifier matches, leaving out injured star Neymar and noting that defender Renan Lodi wasn't selected because he hasn't been vaccinated against COVID-19.",sports
816,"Wood becomes second Newcastle signing after Saudi takeover, Digne to Villa



Newcastle strengthened its attacking options - and significantly weakened those of a relegation rival in the Premier League - by signing Chris Wood from Burnley for a reported 25 million pounds ($34.5 million) on Thursday.",sports
817,"Man Utd must finish in top three, says Ronaldo



Cristiano Ronaldo says finishing outside the top three in the Premier League would be unacceptable for Manchester United as Ralf Rangnick struggles to turn around his under-performing team.",sports
818,"Sanchez gives Inter win over Juventus in Italian Super Cup



Substitute Alexis Sanchez scored with the last kick of the match to help Inter Milan win the Italian Super Cup with a 2-1 victory over bitter rival Juventus after extra time on Wednesday.",sports
819,"Real Madrid beat Barcelona for 100th time to reach Super Cup final



Federico Valverde scored in extra time to give Real Madrid a 3-2 win over Barcelona on Wednesday for its 100th victory over its storied rival and a spot in the final of the Spanish Super Cup in Saudi Arabia.",sports
820,"Haaland to tell Dortmund of plans by late February



Borussia Dortmund can expect to know by the end of February whether star striker Erling Haaland will stay past the end of this season, according to reports in Germany.",sports
821,"Coman extends Bayern stay until 2027



Bayern Munich winger Kingsley Coman has signed a contract extension until 2027, the Bundesliga leaders confirmed Wednesday.",sports
822,"PSG calls off trip to Qatar, Saudi Arabia because of COVID



Paris Saint-Germain called off its upcoming trip to the Persian Gulf region on Wednesday because of coronavirus concerns.",sports
823,"Arsenal can still attract elite players, says coach Arteta



Mikel Arteta is adamant that Arsenal can still attract the world's best players despite their struggles in recent years as rumours persist of a move for Fiorentina forward Dusan Vlahovic.",sports
824,"Italy Serie A results & scorers (21st matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (9 January)",sports
825,"Beating Real Madrid could be a turning point for Xavi's Barcelona



Coach Xavi Hernandez said on Tuesday this week's Clasico semi-final in the Spanish Super Cup could be a turning point for Barcelona as they try to re-establish themselves among Europe's elite.",sports
826,"Rangnick unsure why Rashford is struggling at Manchester United



Ralf Rangnick says he is unsure why Marcus Rashford is struggling to make an impact after the Manchester United forward toiled in their 1-0 FA Cup win against Aston Villa.",sports
827,"Without Ronaldo, Manchester United labors to FA Cup win over Villa



Without the injured Cristiano Ronaldo, Manchester United labored to a 1-0 win over Aston Villa in the third round of the FA Cup thanks to Scott McTominay's early goal on Monday.",sports
828,"Bologna playing in Serie A despite barely training



A look at what's happening in European soccer on Tuesday:",sports
829,"Knee injury puts Chiesa's season at risk, out of World Cup playoffs



Federico Chiesa's season is almost certainly over after Juventus announced on Monday the Italy forward suffered a left knee ligament injury during his team's thrilling win over Roma.",sports
830,"Cavani wants to stay at Manchester United, says Rangnick



Edinson Cavani has told Ralf Rangnick that he wants to stay at Manchester United and help improve the misfiring team's fortunes after speculation that he would leave during the January transfer window.",sports
831,"Spain La Liga results & scorers (20th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (8/10 January)",sports
832,"Everton-Leicester the latest match called off in Premier League



Leicester's Premier League match at Everton on Tuesday has been postponed because of a lack of available players at Leicester, the Premier League said Sunday.",sports
833,"Juve win Roma thriller with incredible comeback, Inter aiming to retake summit



Juventus came back from two goals down to claim a stunning 4-3 win at Roma on Sunday and keep up their bid for Champions League football, while Inter Milan host Lazio aiming to retake top spot in Serie A.",sports
834,"Germany Bundesliga results & scorers (18th matchday)



Follow Ahram Online's coverage of Germany Bundesliga matches of the 2021/2022 season (7/9 January)",sports
835,"Sevilla edge Getafe 1-0 to stay close to leader Real Madrid



Sevilla maintained its momentum in the Spanish league on Sunday with a 1-0 win over Getafe to stay close to leader Real Madrid.",sports
836,"Spurs and Liverpool survive FA Cup scares



Tottenham avoided an embarrassing FA Cup exit at the hands of third-tier Morecambe on Sunday as Liverpool were forced to come from behind to beat lowly Shrewsbury.",sports
837,"Ibrahimovic matches Ronaldo as Milan beats Venezia



Zlatan Ibrahimovic matched a mark set by Cristiano Ronaldo and Theo Hernandez scored twice as depleted AC Milan won 3-0 at 10-man Venezia to move top of Serie A on Sunday.",sports
838,"Maguire says Manchester United deserve criticism after sub-par displays



Harry Maguire admits Manchester United deserve criticism for their sub-standard performances this season but has played down rumours of disharmony in the dressing room.",sports
839,"Benzema, Vinicius net braces in Real Madrid rout of Valencia



Karim Benzema and Vinicius Junior each scored a brace of goals as Real Madrid beat Valencia 4-1 and extended its lead of the Spanish league on Saturday.",sports
840,"Barca held at Granada 1-1, Alves assists in first Liga game



Ten-man Barcelona conceded a late goal to draw at Granada 1-1 on Saturday after Dani Alves set up the opener in his first Spanish league match since returning to the club.",sports
841,"Leipzig wins; Freiburg, Leverkusen drop points in Bundesliga



Leipzig overcame a host of coronavirus infections to beat 10-man Mainz 4-1, while Freiburg and Bayer Leverkusen dropped points after leading in the Bundesliga on Saturday.",sports
842,"Pogba return a month away: Manchester United boss Rangnick



Paul Pogba is not expected to return from a thigh injury for at least another month, Manchester United interim manager Ralf Rangnick has confirmed amid mounting speculation over the French midfielder's future.",sports
843,"Arsenal to wear white jerseys in stand against teen murders



The teenage blood being increasingly shed on the streets of London made Arsenal realize it had to use its platform as an English Premier League club to help curb the scourge of youth violence.",sports
844,"Man City player Mendy released on bail while awaiting trial



Manchester City player Benjamin Mendy was released from prison on bail on Friday while his trial on rape charges was put back until June at the earliest.",sports
845,"Coutinho joins Aston Villa on loan from Barcelona



Philippe Coutinho is joining Aston Villa on loan for the rest of the season from Barcelona, the Premier League club announced on Friday.",sports
846,"Newcastle starts squad rebuilding with signing of Trippier



Newcastle began its first transfer window under Saudi ownership by signing England fullback Kieran Trippier from Atletico Madrid on Friday, highlighting the level of player the club can attract now it is one of the richest in the world.",sports
847,"Barcelona eye return to La Liga's top four as optimism grows under Xavi



Barcelona could return to La Liga’s Champions League spots for the first time in four months on Saturday as the beginnings of a recovery under Xavi Hernandez appear finally to be taking shape.",sports
848,"Italy Serie A results & Scorers (20th matchday)



Follow Ahram Online's coverage of Italy Serie A matches of the 2021/2022 season (6 January)",sports
849,"Roma errors hand AC Milan a 3-1 win



Jose Mourinho was left gesticulating in apparent disapproval after two grievous errors from his Roma players handed AC Milan a 3-1 win in Serie A on Thursday.",sports
850,"PSG relying on Mbappe's scoring ahead of Lyon game



Paris Saint-Germain's reliance on Kylian Mbappe keeps growing as he keeps scoring.",sports
851,"COVID outbreak at Man City; 4 Serie A games scrapped



A coronavirus outbreak at Manchester City put manager Pep Guardiola and seven players in isolation while four Serie A teams were ordered into quarantine and unable to play matches on Thursday.",sports
852,"Richard Arnold to replace Ed Woodward as Man Utd chief



Manchester United announced on Thursday that Richard Arnold would replace Ed Woodward as the club's most senior executive at the beginning of next month.",sports
853,"Man City boss Guardiola and Burnley's Dyche test positive for Covid



Manchester City boss Pep Guardiola has tested positive for Covid-19 in a major outbreak at the Premier League club as Burnley also announced on Thursday that manager Sean Dyche had been sidelined by the virus.",sports
854,"Madrid hosts Valencia hoping to forget Getafe hiccup



Real Madrid hosts Valencia on Saturday aiming to bounce back from its first loss in three months and protect its now diminished lead of the Spanish league.",sports
855,"4 Serie A games won't be played amid COVID concerns



At least four of the 10 Serie A matches scheduled for Thursday won't be played after local health authorities ordered teams into quarantine amid rising coronavirus cases.",sports
856,"Liverpool-Arsenal cup semifinal match off after COVID cases



Liverpool's match against Arsenal in the English League Cup semifinals was postponed Wednesday following a COVID-19 outbreak in Liverpool's squad that has forced the club to close its training center.",sports
857,"Liverpool shut training ground as Covid crisis deepens



Liverpool closed their training ground on Wednesday after ""multiple new"" coronavirus cases including a positive test result for assistant manager Pep Lijnders, throwing their League Cup semi-final at Arsenal into further doubt.",sports
858,"Kane 'totally involved' in Spurs project, says Conte



Tottenham boss Antonio Conte says Harry Kane is ""totally involved in this project"" at the club after the England captain attempted to engineer a move to Manchester City during the summer transfer window.",sports
859,"Lens beats Lille on penalties to reach French Cup last 16



Captain Seko Fofana equalized in the last seconds of injury time and then scored the winning penalty in a shootout as Lens beat northern rival Lille to reach the last 16 of the French Cup on Tuesday.",sports
860,"Sane and Upamecano join Bayern's Covid casualty list



Bayern Munich are facing the possibility of not being able to field a team for Friday's Bundesliga encounter with Borussia Moenchengladbach after Leroy Sane and Dayot Upamecano joined the long list of players hit by Covid-19 on Tuesday.",sports
861,"Lukaku back in training at Chelsea after interview apology



Chelsea manager Thomas Tuchel has accepted an apology from Romelu Lukaku for comments he made in a television interview, with the star striker now available for Wednesday's English League Cup semi-final first leg clash against Tottenham Hotspur.",sports
862,"Italian league set to resume despite 10% of players Covid-19 positive



One out of every 10 players in Serie A is positive with the coronavirus as the Italian league prepares to resume after a two-week break for the holidays.",sports
863,"Spain La Liga results & scorers (19th matchday)



Follow Ahram Online's coverage of Spain La Liga matches of the 2021/2022 season (31 Dec. 2021 /3 January 2022)",sports
864,"Thiago Silva extends Chelsea contract to 2023



Chelsea centre-back Thiago Silva has extended his contract with the European champions by one year to the end of the 2022/23 season, the club announced on Monday.",sports
865,"Rangnick concedes first defeat at Manchester United



Ralf Rangnick fell to his first loss as Manchester United manager after Joao Moutinho's 82nd-minute strike earned Wolverhampton a 1-0 win in the English Premier League on Monday and a first victory at Old Trafford since 1980.",sports
866,"English Premier League results & scorers (21st matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (1/3 January 2022)",sports
867,"Spurs hit by fresh Covid-19 outbreak ahead of League Cup semis



Tottenham have been hit by fresh coronavirus concerns ahead of their League Cup semi-final first leg at Chelsea on Wednesday.",sports
868,"Torres unable to register at Barcelona despite leaving Manchester City



Ferran Torres was presented as a Barcelona player on Monday, though the Spanish team isn't able to register him in the squad yet.",sports
869,"Injuries threaten Leeds' recovery



Marcelo Bielsa has been left counting the cost of Leeds United's win over Premier League relegation rivals Burnley on Sunday.",sports
870,"Benitez looks to Calvert-Lewin to spark Everton revival



Everton manager Rafael Benitez has put his faith in Dominic Calvert-Lewin and new signings in January as the Merseysiders look to turn their season around.",sports
871,"Coronavirus hampering German soccer clubs' Bundesliga return



German clubs' preparations for the Bundesliga's resumption after the winter break are being hampered by coronavirus infections.",sports
872,"Getafe end Real Madrid's 15-game unbeaten streak



Getafe ended Real Madrid's 15-game unbeaten streak after beating the Spanish league leaders 1-0 in the capital derby on Sunday.",sports
873,"Messi among 4 PSG players who test positive for COVID-19



Seven-time Ballon d'Or winner Lionel Messi is among four players in the Paris Saint-Germain squad to have tested positive for the coronavirus ahead of the team's French Cup game on Monday night.",sports
874,"Sanchez strikes late as Spurs sink Watford



Davinson Sanchez snatched a last-gasp winner as Tottenham beat struggling Watford 1-0 to extend Antonio Conte's unbeaten start on Saturday.",sports
875,"PSG's 13-point mid-season lead masks alarming shortcomings



Paris Saint-Germain's 13-point lead midway through the season is far less comfortable than it appears.",sports
876,"Man City late show at Arsenal opens up 11-point lead



Rodri scored a 93rd minute winner as Manchester City took another huge step towards retaining the Premier League title with a 2-1 win over 10-man Arsenal.",sports
877,"Liverpool's Klopp to miss Chelsea game after suspected positive Covid test: club



Liverpool manager Jurgen Klopp will miss his side's crucial Premier League clash at Chelsea on Sunday after a suspected positive coronavirus test.",sports
878,"Southgate chases England's 'missing piece' in World Cup year



England manager Gareth Southgate has set his sights on the nation's ""missing piece"" as he targets World Cup glory in 2022.",sports
879,"Auckland withdraw from Club World Cup, replaced by Pirae



Auckland City FC has withdrawn from the Club World Cup because of New Zealand's tight coronavirus restrictions and will be replaced by Tahiti's AS Pirae, FIFA said Friday.",sports
880,"Southampton-Newcastle postponed due to coronavirus cases



A continuing coronavirus outbreak at Newcastle has led to Sunday's game at Southampton being postponed, the Premier League said Friday.",sports
881,"Chelsea's Tuchel frustrated by 'noise' after Lukaku voices dissatisfaction



Thomas Tuchel admitted on Friday that he was frustrated with the ""noise"" around Romelu Lukaku's situation at Chelsea after the Belgium forward expressed his dissatisfaction with his role at the club.",sports
882,"Man City's Joao Cancelo assaulted, injured by 'four cowards'



Manchester City player Joao Cancelo was left with cuts and bruising around his right eye after being attacked by four people during a burglary at his home on Thursday night.",sports
883,"English Premier League results & scorers (20th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (28/30 December)",sports
884,"Vardy adds to Leicester's injury woes



Leicester City's injury problems intensified when striker Jamie Vardy was ruled out Thursday for three to four weeks with a hamstring problem.",sports
885,"Conte expects Lloris to stay at Spurs



Tottenham Hotspur manager Antonio Conte expects Hugo Lloris to remain at the London club.",sports
886,"Chelsea announce £145.6m loss despite Champions League success



European champions Chelsea announced Thursday an annual loss of £145.6 million ($196.7 million, 173.5 million euros) for the year to June 30 2021 despite their Champions League triumph.",sports
887,"Man City's Foden promises no let-up in title pursuit



Manchester City's Phil Foden has insisted there is no danger of the reigning champions becoming complacent in their pursuit of another Premier League title.",sports
888,"Barcelona's COVID-19 outbreak swells to 10 players



The number of confirmed cases of the coronavirus in the Barcelona squad swelled to 10 on Thursday, potentially jeopardizing the team's return to league play after Spain's winter break of nearly two weeks.",sports
889,"Tuchel almost concedes title after Chelsea 1-1 with Brighton



Chelsea dropped more points in the Premier League title race by conceding a stoppage-time goal to Danny Welbeck to draw 1-1 with Brighton on Wednesday.",sports
890,"Remove your tattoos, Beijing tells Chinese football players



Footballers playing in China's national team should remove any existing tattoos and are ""strictly prohibited"" from getting any new ones, the country's sports administration body has said.",sports
891,"Man City strengthen grip on EPL title with 8-point lead



Manchester City's grip on its Premier League title hasn't been this strong all season.",sports
892,"World Cup hotel shortage for supporters planning Qatar trips



Qatar wants to attract 1.2 million people to the World Cup but will struggle to accommodate many of them.",sports
893,"More Real Madrid, Barca players test positive for Covid-19



Four more Real Madrid players, and three from Barcelona, have tested positive for Covid-19, the two clubs said Wednesday as new infections hit record highs in Spain.",sports
894,"Arsenal boss Arteta tests positive for Covid-19 for second time



Arsenal manager Mikel Arteta has tested positive for Covid-19 for a second time and will miss the Premier League clash with leaders Manchester City on Saturday, the club said.",sports
895,"John Terry back at Chelsea in coaching consultancy role



John Terry is back at Chelsea after taking up a coaching consultancy role in the club's academy.",sports
896,"Liverpool need to improve before Chelsea clash, says Van Dijk



Liverpool captain Virgil van Dijk says he and his team-mates need to ""look in the mirror and improve"" after the 1-0 loss to Leicester dealt a blow to their Premier League title prospects.",sports
897,"There were too many performances below normal level: Klopp after loss at Leicester 



Losses for Liverpool are about as rare as penalty misses by Mohamed Salah.",sports
898,"Everton-Newcastle the latest EPL match off due to COVID-19



The 20th round of the Premier League was reduced to seven fixtures when the match between Everton and Newcastle was postponed Tuesday because of a pile-up of COVID-19 cases and injuries in the Newcastle squad.",sports
899,"Spurs held by 10-man Saints as West Ham sink Watford



Tottenham dropped two precious points against 10-man Southampton on Tuesday as West Ham hammered Watford 4-1 to turn up the heat in the race for a coveted Premier League top-four spot.",sports
900,"Ferran Torres signs for Barcelona from Manchester City



Spanish international Ferran Torres signed for cash-strapped Barcelona on Tuesday from Manchester City, the Catalan side announced.",sports
901,"Lengthy Covid break did Manchester United no favours, says Maguire



Harry Maguire said a 16-day coronavirus break had done Manchester United no favours after they salvaged a 1-1 draw at Premier League strugglers Newcastle, leaving them seven points off the top four.",sports
902,"Cavani rescues point for Man United in 1-1 draw at Newcastle



Edinson Cavani came off the bench to salvage a point for Manchester United from a sloppy display in a 1-1 draw at Newcastle in the Premier League on Monday.",sports
903,"English Premier League scorers & results (19th matchday)



Follow Ahram Online's coverage of English Premier League matches of the 2021/2022 season (26/27 December)",sports
904,"World Cup star Mbappe against switch to biannual format



France striker Kylian Mbappe believes staging the World Cup every two years instead of every four would render the competition less attractive.",sports
905,"Premier League reveals record 103 Covid-19 cases



The Premier League has revealed a record 103 players and staff tested positive for the coronavirus in the period from December 20 to 26.",sports
906,"Liverpool regains key players for Leicester game



A look at what's happening in the Premier League on Tuesday as teams look to negotiate their way through coronavirus cases and England's busy festive fixture schedule:",sports
907,"France forward Martial tells Manchester United he wants to leave



Anthony Martial has told Manchester United he wants to leave, manager Ralf Rangnick said.",sports
908,"Glut of goals, postponements as Man City still controls Premier League



Coronavirus postponements aside, 28 goals in the Premier League's six Boxing Day games provided a heavy dose of drama even without changing the complexion of the title race.",sports
909,"Lukaku ends goal drought in Chelsea's 3-1 win at Aston Villa



Jorginho scored two penalties and Romelu Lukaku netted his first Premier League goal since September to lead Chelsea's comeback for a 3-1 victory over Aston Villa on Sunday.",sports
910,"Leaders Man City hit six after Leicester scare



Manchester City powered six points clear at the top of the Premier League after quashing Leicester's comeback bid in a pulsating 6-3 win on Sunday.",sports
911,"Palace forced to miss Vieira as Premier League plays on despite Covid surge



Crystal Palace's bid to have their Boxing Day trip to Tottenham postponed due to a coronavirus outbreak has been turned down by the Premier League despite manager Patrick Vieira testing positive.",sports
912,"Arsenal, Chelsea, City, Spurs play on Boxing Day



A look at what's happening in European soccer on Sunday with the Premier League the only major competition in action with its Boxing Day program.",sports
913,"Burnley-Everton joins list of Premier League games postponed by Covid-19



Burnley's match at home to Everton on December 26 has become the latest Premier League fixture to be postponed due to a coronavirus outbreak, it was announced Friday.",sports
914,"Guardiola wary of Leicester despite Foxes' slump



Manchester City manager Pep Guardiola believes Leicester will pose a formidable challenge to his Premier League leaders despite a slump in form.",sports
915,"Pele released from hospital, will continue tumor treatment



Brazilian soccer great Pele was released from a Sao Paulo hospital on Thursday but will continue being treated for a colon tumor.",sports
916,"Frank believes Chelsea defeat will boost Brentford



Brentford manager Thomas Frank is confident a League Cup defeat by Chelsea will benefit his side in the long run.",sports
917,"Rangnick reveals Man Utd close to full strength after Covid outbreak



Manchester United manager Ralf Rangnick has almost a full squad to choose from for Monday's Premier League clash at Newcastle after a Covid-19 outbreak saw their last two matches postponed.",sports
918,"Guardiola confirms Torres asked for Barca move from Man City



Pep Guardiola confirmed Ferran Torres is on the brink of a move from Manchester City to Barcelona on Thursday after revealing the Spanish international had asked him to leave the English champions.",sports
919,"Liverpool-Leeds among two more Premier League games postponed



Liverpool's clash with Leeds and Watford's trip to Wolves, scheduled for December 26, became the latest Premier League games to be postponed due to coronavirus outbreaks on Thursday.",sports
920,"Klopp, Conte keen for one-legged League Cup semi-finals



Liverpool manager Jurgen Klopp and Tottenham boss Antonio Conte have called for January's League Cup semi-finals to be switched to one-legged ties to ease fixture congestion.",sports
921,"Leader PSG scrapes late 1-1 draw heading into winter break



Runaway leader Paris Saint-Germain headed into the winter break after narrowly avoiding a humiliating defeat as Mauro Icardi's injury-time goal salvaged a 1-1 draw at struggling Lorient in the French league on Wednesday.",sports
922,"Benzema brace as Madrid beats Bilbao 2-1 in virus-hit game



Karim Benzema struck two quick goals to lead Real Madrid to a 2-1 win at Athletic Bilbao on Wednesday in a Spanish league game missing several players because of coronavirus infections.",sports
923,"Conte's Chelsea Cup return with Spurs



Antonio Conte will have to overcome former club Chelsea to reach the League Cup final early in his Tottenham career, and he wants to do it in one match.",sports
924,"Italy Serie A results & scorers (19th matchday)



Follow Ahram Online's coverage of the 19th matchday of the 2021-2022 Italian Serie A season (21-22 December)",sports
925,"Inter see off Torino to extend Serie A lead to seven



Inter Milan made sure that they would be at least four points clear at the top of Serie A over Christmas by beating Torino 1-0 on Wednesday before their title rivals stepped onto the pitch.",sports
